time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/std,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
1630,2042,163,39.73025464,0,2.99,0.974955201,0.0003,-4.18056035,0.00346368,162,0.000122559,0,229.2254333,0.2,-0.046239018,379.4638977,,
1640,,,,,,0.974951863,0.0003,-4.180308104,0.004810548,163,5.82E-05,0,274.9569702,0.2,-0.092070222,412.5967712,-5,1
1640,2094,164,40.72127941,0,2.97,,,,,,,,,,,,,
1650,2097,165,39.54008298,0,2.96,0.974944711,0.0003,-4.180291891,0.000743288,164,4.38E-06,0,7804.092285,0.2,-0.011221528,10469.52002,,
1660,2100,166,39.41085478,0,2.97,0.974937379,0.0003,-4.18027091,-6.95E-05,165,2.16E-05,0,715.6228638,0.2,-0.019625783,1334.359985,,
1670,2104,167,40.08414736,0,3,0.974928498,0.0003,-4.180239439,0.001425311,166,1.00E-05,0,823.0892944,0.2,-0.019492149,1659.725281,,
1680,,,,,,0.974928141,0.0003,-4.180221796,0.001147008,167,3.71E-06,0,673.1427612,0.2,-0.080253839,1107.663879,44.31820411,4
1680,2116,168,39.0441471,0,2.99,,,,,,,,,,,,,
1690,2120,169,41.498931,0,3.06,0.974903524,0.0003,-4.180207253,0.000294757,168,1.79E-06,0,639.8973389,0.2,0.000953436,848.2138672,,
1700,2152,170,39.21041004,0,2.96,0.974866033,0.0003,-4.180105925,0.000884372,169,2.76E-06,0,1136.867188,0.2,-0.033812881,4268.3479,,
1710,2154,171,38.44373234,0,2.99,0.974938333,0.0003,-4.180068254,0.002837336,170,3.86E-05,0,224.8655853,0.2,-0.017165065,399.4964905,,
1720,,,,,,0.974982858,0.0003,-4.180256844,0.004530952,171,5.21E-05,0,380.1088562,0.2,-0.025539517,1001.858704,25.54291344,2
1720,2163,172,38.09796264,0,2.99,,,,,,,,,,,,,
1730,2165,173,39.25616642,0,2.98,0.975067973,0.0003,-4.180422306,0.000262117,172,5.00E-05,0,1132.124878,0.2,-0.030395389,1484.06134,,
1740,2230,174,40.40610584,0,3,0.975135744,0.0003,-4.180667877,0.000536674,173,9.94E-06,0,3068.961914,0.2,0.009900153,3464.54483,,
1750,2234,175,39.90966185,0,3.02,0.975185275,0.0003,-4.180857182,-0.002050441,174,3.28E-05,0,1250.113037,0.2,-0.097009897,1667.293304,,
1760,,,,,,0.975245953,0.0003,-4.181007147,0.001528591,175,2.28E-05,0,457.1763611,0.2,-0.057730198,741.0567627,116.0388393,4
1760,2243,176,40.47688622,0,3.04,,,,,,,,,,,,,
1770,2246,177,40.63172563,0,3.03,0.975316882,0.0003,-4.181200027,0.000599605,176,5.90E-06,0,635.3723755,0.2,-0.037222385,1500.539063,,
1780,2289,178,39.42721882,0,2.98,0.97538054,0.0003,-4.181406021,-0.000810152,177,4.10E-06,0,4267.111328,0.2,-0.038877964,7142.814697,,
1790,2293,179,38.10859302,0,2.97,0.975480437,0.0003,-4.18162775,-0.002681041,178,1.03E-05,0,260.1593933,0.2,-0.005495787,446.3827667,,
1800,,,,,,0.975557804,0.0003,-4.18189621,-1.76E-05,179,6.22E-06,0,90.17144012,0.2,-0.10857451,239.434433,29.08838272,4
1800,2303,180,38.83048263,0,2.98,,,,,,,,,,,,,
1810,2308,181,36.67877282,0,2.96,0.975610614,0.0003,-4.182107925,-0.000910646,180,7.67E-06,0,230.7518463,0.2,-0.092836738,364.6015167,,
1820,2315,182,35.43364742,0,2.91,0.975650787,0.0003,-4.182255268,0.00174979,181,2.25E-05,0,659.6383667,0.2,-0.040107727,1668.665344,,
1830,2317,183,36.85881607,0,2.91,0.975712001,0.0003,-4.182380438,0.0015297,182,1.53E-05,0,253.7287598,0.2,-0.027492285,605.530838,,
1840,,,,,,0.975768209,0.0003,-4.182560205,0.001379666,183,6.31E-06,0,296.5396423,0.2,-0.010703683,2338.090851,42.82396698,5
1840,2339,184,39.73310367,0,2.89,,,,,,,,,,,,,
1850,2391,185,39.44539161,0,2.88,0.975808978,0.0003,-4.182721138,0.000113499,184,6.85E-06,0,107.9623413,0.2,-0.028213143,5531.585159,,
1860,2444,186,39.73394825,0,2.9,0.975844145,0.0003,-4.182832241,0.001542878,185,3.22E-05,0,305.8450928,0.2,-0.07588923,535.0961151,,
1870,2448,187,41.23676325,0,2.94,0.975896001,0.0003,-4.182919502,-5.58E-05,186,4.29E-06,0,118.4525146,0.2,-0.222860098,260.9691544,,
1880,,,,,,0.975938559,0.0003,-4.183094501,0.001012981,187,0.000141364,0,1741.424194,0.2,-0.038480639,3103.125854,103.5132322,5
1880,2459,188,39.57324854,0,2.82,,,,,,,,,,,,,
1890,2463,189,40.39250474,0,2.87,0.975976825,0.0003,-4.183208227,-0.002538431,188,0.000421911,0,1667.952881,0.2,0.033072233,3023.539551,,
1900,2466,190,40.38058893,0,2.83,0.976000905,0.0003,-4.183306932,0.001725692,189,0.000112486,0,182.0059662,0.2,-0.00774765,389.5894318,,
1910,2470,191,41.03789414,0,2.87,0.976029634,0.0003,-4.183364153,0.000891364,190,0.000198233,0,780.2385254,0.2,0.021276832,1174.788727,,
1920,,,,,,0.976036251,0.0003,-4.183413982,-0.001379502,191,2.82E-05,0,180.3286591,0.2,-0.10827601,394.3236389,-5,1
1920,2479,192,38.26620155,0,2.75,,,,,,,,,,,,,
1930,2523,193,36.40608038,0,2.69,0.976049781,0.0003,-4.183435917,-0.00346998,192,8.38E-05,0,240.296875,0.2,-0.000754833,1076.330673,,
1940,2531,194,36.50550951,0,2.69,0.976058841,0.0003,-4.183468103,-0.001400715,193,5.83E-06,0,3258.015137,0.2,0.037724495,3720.785217,,
1950,2680,195,34.15243031,0,2.63,0.976059914,0.0003,-4.183479548,-0.00300315,194,5.50E-05,0,698.3572998,0.2,-0.102557182,1960.560669,,
1960,,,,,,0.976032436,0.0003,-4.183460474,0.001692092,195,1.63E-05,0,359.1702271,0.2,-0.010993481,576.5562286,122.0916243,5
1960,2691,196,33.44849371,0,2.62,,,,,,,,,,,,,
1970,2696,197,34.43271291,0,2.66,0.975999475,0.0003,-4.183360577,0.00295006,196,3.94E-05,0,1520.429321,0.2,0.022990167,1676.636688,,
1980,2700,198,33.6036184,0,2.63,0.975990415,0.0003,-4.183262825,-0.001421589,197,3.41E-05,0,599.2277832,0.2,-0.082921267,1342.681641,,
1990,2705,199,33.82289817,0,2.66,0.975976229,0.0003,-4.183244944,-0.002988386,198,3.43E-05,0,1011.736816,0.2,-0.021633625,2076.580566,,
2000,,,,,,0.975954294,0.0003,-4.183182716,-9.84E-05,199,3.21E-05,0,575.4066772,0.2,-0.070609808,823.1706543,-10,2
2000,2713,200,32.27530272,0,2.61,,,,,,,,,,,,,
2010,2717,201,31.97796867,0,2.63,0.975933015,0.0003,-4.183111906,-0.000174865,200,3.51E-05,0,169.1414642,0.2,-0.020405054,1267.529022,,
2020,2720,202,32.04136258,0,2.62,0.975895047,0.0003,-4.183026314,-0.001145303,201,7.99E-06,0,893.663147,0.2,-0.065325856,1603.924561,,
2030,2726,203,33.42819874,0,2.63,0.975868464,0.0003,-4.18291378,0.003499258,202,3.64E-05,0,2645.262451,0.2,-0.031552911,6513.774902,,
2040,,,,,,0.975833774,0.0003,-4.182830095,-0.003186721,203,4.19E-05,0,841.1051025,0.2,-0.074450731,1423.463745,107.4694624,5
2040,2735,204,32.70602635,0,2.62,,,,,,,,,,,,,
2050,2785,205,32.43317565,0,2.61,0.975785971,0.0003,-4.182698965,-1.39E-05,204,1.15E-05,0,619.1066895,0.2,-0.022827864,920.5418091,,
2060,2790,206,31.249197,0,2.5,0.975738645,0.0003,-4.182549,0.001212025,205,1.54E-05,0,344.8544617,0.2,-0.119668126,707.1404419,,
2070,2793,207,31.35466257,0,2.53,0.975716531,0.0003,-4.182407379,0.000130177,206,3.70E-06,0,286.3840942,0.2,-0.010567904,1630.031647,,
2080,,,,,,0.975702465,0.0003,-4.182355642,0.00107218,207,1.21E-05,0,331.620575,0.2,-0.011440039,1871.014557,13.46276212,3
2080,2803,208,31.46654081,0,2.55,,,,,,,,,,,,,
2090,2807,209,28.4554844,0,2.48,0.975687861,0.0003,-4.182303667,0.000575566,208,5.71E-06,0,178.9328156,0.2,-0.198940873,348.2368927,,
2100,2811,210,29.12757161,0,2.5,0.975663364,0.0003,-4.182253838,-3.44E-05,209,3.61E-06,0,335.6887817,0.2,-0.018317819,521.6208344,,
2110,2858,211,30.11499042,0,2.5,0.975642204,0.0003,-4.182175159,0.00067963,210,2.15E-06,0,1272.940186,0.2,-0.091281176,2069.931519,,
2120,,,,,,0.975639224,0.0003,-4.182121038,0.000493239,211,3.80E-06,0,919.9337769,0.2,-0.105692148,1569.596802,124.4227737,5
2120,2868,212,30.2368111,0,2.48,,,,,,,,,,,,,
2130,2872,213,30.47811101,0,2.52,0.975646913,0.0003,-4.18211627,0.000170922,212,8.46E-07,0,1440.272217,0.2,-0.053470492,2135.632996,,
2140,2876,214,30.23001269,0,2.51,0.975647151,0.0003,-4.182138205,-0.000407827,213,1.76E-06,0,1130.924316,0.2,-0.029923797,2140.400757,,
2150,2881,215,29.98964071,0,2.53,0.975622833,0.0003,-4.182110071,0.001845968,214,1.59E-05,0,120.0417175,0.2,-0.0946697,448.1394958,,
2160,,,,,,0.975596905,0.0003,-4.182035208,-5.64E-05,215,2.38E-07,0,299.3491211,0.2,-0.126058698,794.5081482,26.89340067,4
2160,2891,216,30.16713565,0,2.5,,,,,,,,,,,,,
2170,2897,217,29.47354974,0,2.53,0.975533903,0.0003,-4.181936741,2.09E-05,216,2.20E-05,0,282.6422729,0.2,-0.083566904,530.2669067,,
2180,2901,218,31.12980263,0,2.59,0.97546196,0.0003,-4.181715488,-0.000532824,217,1.29E-05,0,148.1390228,0.2,-0.265369296,392.1057434,,
2190,2904,219,33.90660132,0,2.64,0.975414753,0.0003,-4.181505203,0.001970577,218,1.76E-05,0,784.7871704,0.2,0.004700541,2129.986206,,
2200,,,,,,0.975383997,0.0003,-4.181373835,-0.000859773,219,9.29E-06,0,9410.956055,0.2,-0.048615813,9818.429565,56.803545,3
2200,2912,220,32.46488396,0,2.59,,,,,,,,,,,,,
2210,2915,221,32.73544524,0,2.62,0.975408733,0.0003,-4.181318283,0.001485628,220,8.14E-06,0,582.9833984,0.2,-0.041596651,821.2940063,,
2220,2918,222,34.50839972,0,2.65,0.975421607,0.0003,-4.181389809,-0.0006248,221,1.22E-05,0,354.608429,0.2,-0.058069706,494.9282379,,
2230,2922,223,37.04054584,0,2.72,0.975429416,0.0003,-4.18141675,-0.000586194,222,5.59E-06,0,462.5409241,0.2,-0.060237169,2272.082977,,
2240,,,,,,0.975444973,0.0003,-4.181441069,-0.000641316,223,6.83E-06,0,280.2200928,0.2,-0.05692327,3140.899841,7.338382721,3
2240,2931,224,35.59401759,0,2.67,,,,,,,,,,,,,
2250,2935,225,34.16156907,0,2.67,0.975474536,0.0003,-4.181500435,-0.000622743,224,3.15E-06,0,174.9447937,0.2,0.005230486,415.2428436,,
2260,2938,226,36.47234525,0,2.69,0.975505233,0.0003,-4.181598186,-0.000466609,225,8.16E-06,0,307.9292908,0.2,-0.094341397,478.0482025,,
2270,2942,227,37.3916412,0,2.73,0.975533843,0.0003,-4.181679249,0.000368637,226,5.56E-06,0,569.276123,0.2,-0.015751243,7501.857422,,
2280,,,,,,0.975570381,0.0003,-4.181774139,-0.000191212,227,1.94E-06,0,982.354126,0.2,-0.088146329,3985.588379,136.638279,3
2280,2951,228,39.34409962,0,2.76,,,,,,,,,,,,,
2290,2954,229,41.07531224,0,2.79,0.975603998,0.0003,-4.181880951,-0.000595856,228,1.22E-06,0,428.755249,0.2,-0.045767665,1382.095795,,
2300,2959,230,38.20371739,0,2.73,0.975640476,0.0003,-4.181991339,0.000251687,229,4.06E-06,0,6505.119141,0.2,-0.066182613,8455.17688,,
2310,2962,231,37.55727904,0,2.73,0.975687742,0.0003,-4.182113886,0.000474858,230,2.44E-06,0,492.6517944,0.2,-0.072387576,1009.64859,,
2320,,,,,,0.97576797,0.0003,-4.182273626,-0.002497614,231,2.01E-05,0,211.2797241,0.2,0.132221699,394.6751404,106.0387182,4
2320,2974,232,38.62070147,0,2.76,,,,,,,,,,,,,
2330,2978,233,39.35022884,0,2.82,0.975838602,0.0003,-4.182515144,-0.000735375,232,1.68E-05,0,491.558197,0.2,-0.07619977,1400.595428,,
2340,2981,234,41.62078304,0,2.88,0.975927114,0.0003,-4.182740688,0.000500774,233,3.71E-06,0,214.0691071,0.2,-0.138209701,408.1151733,,
2350,2987,235,41.55341451,0,2.83,0.976003289,0.0003,-4.183009148,0.000667295,234,8.38E-06,0,1500.72583,0.2,0.00926739,7601.63562,,
2360,,,,,,0.976069093,0.0003,-4.18322897,-0.000446463,235,4.11E-07,0,237.4967041,0.2,0.013029993,1809.033981,110.2216797,4
2360,2996,236,40.61602213,0,2.81,,,,,,,,,,,,,
2370,3052,237,41.16650911,0,2.8,0.976125002,0.0003,-4.183421373,0.000495952,236,3.42E-06,0,244.2940674,0.2,-0.02956748,2468.995956,,
2380,3055,238,40.32754382,0,2.82,0.976154208,0.0003,-4.183572531,-0.000158435,237,2.77E-06,0,274.5672302,0.2,-0.019513011,1078.139862,,
2390,3095,239,40.3916392,0,2.82,0.976247549,0.0003,-4.183708429,-0.000669944,238,6.76E-06,0,341.0745239,0.2,-0.073366284,1260.520691,,
2400,,,,,,0.976302147,0.0003,-4.183950186,0.003906542,239,7.10E-05,0,417.9600525,0.2,-0.075551033,1576.136566,30.72457123,2
2400,3103,240,40.49058428,0,2.85,,,,,,,,,,,,,
2410,3106,241,39.92349359,0,2.84,0.976400793,0.0003,-4.184162617,-0.002577275,240,4.48E-05,0,597.5984497,0.2,-0.100687981,1101.777557,,
2420,3111,242,40.07666529,0,2.86,0.976467311,0.0003,-4.184424639,0.000269485,241,1.02E-05,0,1628.223511,0.2,-0.002685905,2893.345093,,
2430,3115,243,40.26294828,0,2.85,0.976513743,0.0003,-4.184608459,-0.003863335,242,2.72E-05,0,327.7182617,0.2,0.138708293,574.3995667,,
2440,,,,,,0.976452708,0.0003,-4.184657097,-0.001719373,243,8.30E-05,0,211.1374664,0.2,-0.101471066,412.7953033,67.73839569,3
2440,3123,244,40.3418963,0,2.88,,,,,,,,,,,,,
2450,3126,245,40.62398382,0,2.92,0.976395607,0.0003,-4.184480429,-0.008550895,244,0.000185156,0,342.5728455,0.2,-0.07917726,782.4740295,,
2460,3129,246,43.11089027,0,2.94,0.976350188,0.0003,-4.184309006,-0.001257449,245,8.94E-05,0,1877.792725,0.2,-0.04934442,3541.181641,,
2470,3269,247,44.52509183,0,2.98,0.97632122,0.0003,-4.184181929,-0.005900754,246,4.43E-05,0,1399.397949,0.2,-0.018630147,2750.880371,,
2480,,,,,,0.976294041,0.0003,-4.184093475,0.000913501,247,1.29E-05,0,687.4777832,0.2,-0.031782031,1062.936615,31.4906044,3
2480,3480,248,44.29230265,0,2.96,,,,,,,,,,,,,
2490,3483,249,41.87565387,0,2.95,0.97627449,0.0003,-4.184016705,0.000488019,248,5.95E-05,0,924.8411255,0.2,0.023275912,1222.418488,,
2500,3486,250,41.40779116,0,2.99,0.976200283,0.0003,-4.183969736,-0.00173434,249,4.35E-05,0,221.5650482,0.2,0.019598067,762.7049866,,
2510,3529,251,41.33791005,0,2.95,0.976066351,0.0003,-4.183634996,-4.69E-05,250,1.58E-05,0,238.1273956,0.2,-0.066078305,563.4753265,,
2520,,,,,,0.975961566,0.0003,-4.18324995,0.001137488,251,5.50E-06,0,2647.437744,0.2,0.008747101,4560.808838,44.69073868,3
2520,3550,252,38.20626406,0,2.86,,,,,,,,,,,,,
2530,3655,253,40.09797185,0,2.9,0.975869417,0.0003,-4.18294692,-0.000990546,252,2.40E-05,0,283.243103,0.2,0.072012782,768.8086548,,
2540,3726,254,40.63419914,0,2.89,0.975788772,0.0003,-4.182665586,0.000677526,253,1.61E-05,0,777.6784058,0.2,-0.024565935,1002.078506,,
2550,3730,255,38.19536505,0,2.81,0.975731552,0.0003,-4.182432175,0.000947905,254,9.47E-06,0,248.8318481,0.2,-0.056733489,1365.26001,,
2560,,,,,,0.975700557,0.0003,-4.182281733,-0.00244078,255,1.26E-05,0,1151.213257,0.2,-0.022369027,1882.344849,9.294117212,3
2560,3740,256,36.5269477,0,2.78,,,,,,,,,,,,,
2570,3742,257,37.29840293,0,2.83,0.97562784,0.0003,-4.182137966,-0.00074957,256,1.81E-05,0,259.5769653,0.2,-0.032588124,457.2611847,,
2580,3745,258,37.55181788,0,2.88,0.975583255,0.0003,-4.181927681,-0.000246549,257,1.75E-05,0,1020.247498,0.2,-0.108999014,2111.404114,,
2590,3750,259,37.72359734,0,2.85,0.97555989,0.0003,-4.181805849,0.000622976,258,1.82E-05,0,634.0470581,0.2,-0.010502696,1690.340759,,
2600,,,,,,0.975537777,0.0003,-4.181740522,0.001322156,259,1.33E-05,0,526.803833,0.2,-0.012708783,3714.748962,51.53287125,2
2600,3757,260,38.23470249,0,2.8,,,,,,,,,,,,,
2610,3763,261,36.79720077,0,2.73,0.975494087,0.0003,-4.181655407,-0.000313216,260,8.14E-06,0,980.3647461,0.2,-0.064098358,1294.523041,,
2620,3766,262,36.51156868,0,2.71,0.975416899,0.0003,-4.181500912,-0.001262844,261,2.63E-06,0,443.5174866,0.2,-0.037324667,920.3781433,,
2630,3770,263,38.72948437,0,2.8,0.975332439,0.0003,-4.18123579,-0.002132252,262,9.29E-06,0,852.6687622,0.2,-0.011705279,3142.460144,,
2640,,,,,,0.975270152,0.0003,-4.180989742,-0.001352757,263,5.04E-06,0,1048.264771,0.2,-0.115726352,1450.628052,7.444091797,5
2640,3782,264,37.08020348,0,2.78,,,,,,,,,,,,,
2650,3785,265,38.52735175,0,2.85,0.975215912,0.0003,-4.180801392,0.001344472,264,2.75E-05,0,370.564209,0.2,-0.109022498,767.672821,,
2660,3789,266,38.72339132,0,2.84,0.975169837,0.0003,-4.180640459,-0.002242178,265,2.91E-05,0,212.8802338,0.2,-0.086552262,543.1569061,,
2670,3793,267,41.62749878,0,2.86,0.975124061,0.0003,-4.180498362,0.000104436,266,1.30E-05,0,1872.258667,0.2,-0.074945211,3192.250488,,
2680,,,,,,0.975081444,0.0003,-4.18035388,0.000140274,267,3.09E-06,0,2086.082764,0.2,0.005443573,4276.197266,124.1117487,5
2680,3802,268,40.6804328,0,2.86,,,,,,,,,,,,,
2690,3806,269,40.08464161,0,2.86,0.975042343,0.0003,-4.180222273,0.001150285,268,4.04E-06,0,1501.255249,0.2,0.027949154,2293.782349,,
2700,3809,270,39.80928685,0,2.87,0.974874914,0.0003,-4.180115461,0.001673579,269,7.65E-06,0,142.977951,0.2,-0.086085677,487.3088074,,
2710,3858,271,42.39647236,0,2.94,0.974631071,0.0003,-4.179401636,-0.000325611,270,1.74E-05,0,427.5891113,0.2,-0.003310442,795.8154907,,
2720,,,,,,0.974444389,0.0003,-4.178701162,0.000199053,271,7.37E-06,0,3138.30835,0.2,-0.007619143,6863.561768,14.25009155,5
2720,3868,272,43.46202001,0,2.98,,,,,,,,,,,,,
2730,3870,273,42.47917984,0,3.02,0.974288166,0.0003,-4.178141117,-0.000665763,272,1.21E-05,0,208.3342743,0.2,-0.107497334,580.2068787,,
2740,3904,274,42.28975126,0,2.95,0.974158287,0.0003,-4.177678823,-0.001006365,273,2.00E-05,0,480.4848938,0.2,-0.2566576,901.8624878,,
2750,3910,275,38.09776152,0,2.85,0.974042594,0.0003,-4.17729044,-0.000970614,274,5.34E-06,0,214.6404266,0.2,0.032568991,1398.231598,,
2760,,,,,,0.973941743,0.0003,-4.176935434,0.00091584,275,8.43E-06,0,194.006546,0.2,0.015559137,367.3616486,-5,1
2760,3918,276,38.53811304,0,2.86,,,,,,,,,,,,,
2770,3923,277,37.19737169,0,2.81,0.973782539,0.0003,-4.176575422,0.00226751,276,3.03E-05,0,694.0109253,0.2,-0.058667541,1079.420868,,
2780,3927,278,36.61825487,0,2.76,0.973596036,0.0003,-4.176105261,-0.004160648,277,2.22E-05,0,203.0690613,0.2,-0.065143228,448.969696,,
2790,3931,279,35.13271931,0,2.77,0.973382831,0.0003,-4.175463438,0.002477908,278,7.58E-05,0,310.9892273,0.2,-0.007251024,663.4044189,,
2800,,,,,,0.973185062,0.0003,-4.174790859,7.55E-05,279,9.67E-05,0,621.317688,0.2,-0.046340942,818.5201569,90.8552084,5
2800,3940,280,37.18528249,0,2.82,,,,,,,,,,,,,
2810,3944,281,35.06873151,0,2.81,0.973019242,0.0003,-4.174199104,0.001357478,280,2.65E-05,0,313.3723145,0.2,-0.054156423,2199.496918,,
2820,4005,282,36.02599195,0,2.83,0.972875595,0.0003,-4.173703909,0.003386295,281,3.76E-05,0,791.3533936,0.2,-0.031222701,1505.424255,,
2830,4011,283,38.45002271,0,2.86,0.972750604,0.0003,-4.173263311,0.001707894,282,2.29E-05,0,1094.924194,0.2,-0.027433991,1265.817856,,
2840,,,,,,0.972651839,0.0003,-4.172895908,0.001907074,283,1.15E-05,0,2296.141357,0.2,-0.03527391,5468.758789,39.79344177,2
2840,4021,284,39.16785075,0,2.92,,,,,,,,,,,,,
2850,4027,285,39.80873355,0,2.91,0.972605586,0.0003,-4.172626734,-0.000654817,284,0.000237012,0,156.4314117,0.2,-0.060818195,562.5512238,,
2860,4035,286,36.87476233,0,2.79,0.972553849,0.0003,-4.172460079,-0.002254814,285,7.88E-05,0,3068.860107,0.2,-0.039473057,3583.659058,,
2870,4042,287,37.14475747,0,2.82,0.972472548,0.0003,-4.172259092,0.003185508,286,0.00082826,0,1497.220459,0.2,-0.031885505,2283.129517,,
2880,,,,,,0.972399235,0.0003,-4.172003269,-0.00191505,287,0.000143254,0,435.3443604,0.2,-0.011399865,688.3403015,34.13755035,2
2880,4057,288,36.56199754,0,2.83,,,,,,,,,,,,,
2890,4068,289,35.799142,0,2.85,0.972303092,0.0003,-4.171765327,0.014125383,288,0.000771469,0,737.1844482,0.2,-0.05830884,1188.244781,,
2900,4078,290,36.11461391,0,2.86,0.972182155,0.0003,-4.171419621,0.000699878,289,3.37E-05,0,196.4736786,0.2,-0.055711031,535.6897736,,
2910,4084,291,37.33838396,0,2.9,0.972050369,0.0003,-4.171027899,-0.00076409,290,1.39E-05,0,446.169281,0.2,-0.017137527,1081.743378,,
2920,,,,,,0.971928775,0.0003,-4.170599699,0.004443756,291,0.000117123,0,849.7723999,0.2,-0.031519175,2247.136414,123.1939647,5
2920,4106,292,36.92783153,0,2.89,,,,,,,,,,,,,
2930,4118,293,35.91374647,0,2.83,0.971839905,0.0003,-4.170248985,-0.001287162,292,1.17E-05,0,851.3369751,0.2,-0.065653086,1565.223755,,
2940,4128,294,32.87276501,0,2.76,0.971772373,0.0003,-4.169998407,-0.001245004,293,2.18E-05,0,370.8737793,0.2,0.014491498,1403.86969,,
2950,4135,295,33.42903786,0,2.77,0.971696734,0.0003,-4.169764757,0.002010632,294,1.59E-05,0,194.6382141,0.2,-0.190939546,519.6599426,,
2960,,,,,,0.971624851,0.0003,-4.169535637,-0.001000154,295,6.01E-06,0,564.9664307,0.2,-0.087804198,1754.108826,-5,1
2960,4152,296,31.79039755,0,2.67,,,,,,,,,,,,,
2970,4156,297,32.38367663,0,2.7,0.971560836,0.0003,-4.169307947,0.001033622,296,2.85E-06,0,255.5267029,0.2,-0.006287932,886.2928925,,
2980,4160,298,30.04505584,0,2.66,0.971515775,0.0003,-4.169118643,-6.83E-05,297,9.48E-07,0,581.0927734,0.2,-0.167146325,851.0576477,,
2990,4164,299,30.46066667,0,2.6,0.971491516,0.0003,-4.16899395,-0.000747758,298,8.33E-06,0,351.6854858,0.2,-0.089058161,634.1495361,,
3000,,,,,,0.971444607,0.0003,-4.16892314,0.000213623,299,3.18E-06,0,284.4829102,0.2,-0.185982227,530.5054779,35.19075036,4
3000,4172,300,30.78646966,0,2.64,,,,,,,,,,,,,
3010,4229,301,32.18065963,0,2.65,0.97137332,0.0003,-4.168729544,-0.00279839,300,4.52E-05,0,258.153595,0.2,-0.042592525,1383.440308,,
3020,4233,302,32.68499568,0,2.67,0.971382558,0.0003,-4.168515444,-0.001231751,301,0.000131232,0,455.9052429,0.2,0.007148743,671.1589813,,
3030,4279,303,33.19983587,0,2.66,0.97147578,0.0003,-4.168668032,0.000628006,302,2.57E-05,0,856.0561523,0.2,0.035618663,1154.467712,,
3040,,,,,,0.971539855,0.0003,-4.16892004,0.000216681,303,6.75E-05,0,945.2634277,0.2,-0.045183301,2275.989929,34.36132908,5
3040,4315,304,33.4295369,0,2.67,,,,,,,,,,,,,
3050,4319,305,35.17797585,0,2.69,0.971588969,0.0003,-4.16907835,0.001038492,304,9.16E-06,0,83.81798553,0.2,-0.16725421,327.6049576,,
3060,4322,306,37.13859122,0,2.73,0.971646547,0.0003,-4.169238329,-0.003371215,305,3.26E-05,0,215.9418488,0.2,-0.026242733,1875.42247,,
3070,4328,307,36.32113193,0,2.65,0.971697748,0.0003,-4.169407845,-0.002415192,306,6.69E-05,0,2215.710938,0.2,0.046010613,4260.631226,,
3080,,,,,,0.971731603,0.0003,-4.169551611,0.002232987,307,7.89E-06,0,347.7551575,0.2,0.025867641,739.2301941,105.3210764,5
3080,4340,308,36.18717569,0,2.63,,,,,,,,,,,,,
3090,4343,309,34.13397631,0,2.59,0.971738458,0.0003,-4.169629812,-0.001162112,308,3.16E-05,0,1277.958374,0.2,-0.065624475,2196.203796,,
3100,4389,310,34.49151837,0,2.59,0.971733034,0.0003,-4.169623375,0.000114363,309,1.29E-05,0,2063.217041,0.2,0.005681098,3787.465088,,
3110,4395,311,32.77248447,0,2.58,0.971744061,0.0003,-4.169614315,-0.003347147,310,4.06E-05,0,435.9544067,0.2,-0.054296255,811.8456421,,
3120,,,,,,0.971714735,0.0003,-4.169610739,-0.000880849,311,1.47E-05,0,277.0115356,0.2,-0.062253714,653.7956848,236.3102226,5
3120,4404,312,34.49383178,0,2.62,,,,,,,,,,,,,
3130,4408,313,35.06187859,0,2.61,0.971688688,0.0003,-4.169515133,-0.000735766,312,5.11E-06,0,2269.189453,0.2,-0.027103066,4084.230591,,
3140,4411,314,35.56521528,0,2.62,0.971669197,0.0003,-4.169444799,-0.001634151,313,8.80E-06,0,1972.01355,0.2,-0.072203875,4399.166016,,
3150,4417,315,37.5789467,0,2.62,0.971623778,0.0003,-4.169353724,0.006157994,314,7.28E-05,0,329.2337341,0.2,-0.066194892,987.6065369,,
3160,,,,,,0.971585155,0.0003,-4.169221878,0.00026446,315,2.18E-05,0,476.184906,0.2,-0.035856366,1757.40863,17.63632202,2
